Comunidad autónoma de residencia;Tipo de destino;Concepto turístico;Tipo de dato;Periodo;Total
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2017;3,27
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2016;3,31
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2015;3,66
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2021;""
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2020;""
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2019;""
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2018;""
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2017;""
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2016;""
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2015;""
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Duración media de los viajes;Variación anual;2021;-13,72
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Duración media de los viajes;Variación anual;2020;26,21
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Duración media de los viajes;Variación anual;2019;4,73
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Duración media de los viajes;Variación anual;2018;-7,86
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Duración media de los viajes;Variación anual;2017;-1,10
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Duración media de los viajes;Variación anual;2016;-9,74
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Duración media de los viajes;Variación anual;2015;""
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Pernoctaciones;Valor absoluto;2021;32.155.511
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Pernoctaciones;Valor absoluto;2020;27.646.724
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Pernoctaciones;Valor absoluto;2019;31.878.237
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Pernoctaciones;Valor absoluto;2018;29.810.150
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Pernoctaciones;Valor absoluto;2017;29.378.857
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Pernoctaciones;Valor absoluto;2016;26.468.754
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Pernoctaciones;Valor absoluto;2015;27.861.478
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2021;63,2
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2020;65,1
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2019;57,9
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2018;54,4
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2017;54,0
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2016;51,2
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2015;51,9
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Pernoctaciones;Variación anual;2021;16,31
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Pernoctaciones;Variación anual;2020;-13,27
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Pernoctaciones;Variación anual;2019;6,94
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Pernoctaciones;Variación anual;2018;1,47
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Pernoctaciones;Variación anual;2017;10,99
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Pernoctaciones;Variación anual;2016;-5,00
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Pernoctaciones;Variación anual;2015;""
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto total;Valor absoluto;2021;909.345,71
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto total;Valor absoluto;2020;659.638,82
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto total;Valor absoluto;2019;914.506,42
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto total;Valor absoluto;2018;808.848,97
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto total;Valor absoluto;2017;699.898,12
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto total;Valor absoluto;2016;678.711,20
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto total;Valor absoluto;2015;630.598,90
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto total;Distribución porcentual;2021;41,30
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto total;Distribución porcentual;2020;46,50
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto total;Distribución porcentual;2019;38,10
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto total;Distribución porcentual;2018;34,90
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto total;Distribución porcentual;2017;30,90
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto total;Distribución porcentual;2016;31,10
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto total;Distribución porcentual;2015;31,60
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto total;Variación anual;2021;37,86
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto total;Variación anual;2020;-27,87
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto total;Variación anual;2019;13,06
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto total;Variación anual;2018;15,57
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto total;Variación anual;2017;3,12
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto total;Variación anual;2016;7,63
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto total;Variación anual;2015;""
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2021;97,18
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2020;95,03
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2019;90,53
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2018;81,76
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2017;77,91
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2016;84,79
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio por persona;Valor absoluto;2015;82,92
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2021;""
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2020;""
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2019;""
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2018;""
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2017;""
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2016;""
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio por persona;Distribución porcentual;2015;""
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio por persona;Variación anual;2021;2,26
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio por persona;Variación anual;2020;4,97
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio por persona;Variación anual;2019;10,73
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio por persona;Variación anual;2018;4,94
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio por persona;Variación anual;2017;-8,11
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio por persona;Variación anual;2016;2,25
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio por persona;Variación anual;2015;""
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2021;28,28
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2020;23,86
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2019;28,69
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2018;27,13
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2017;23,82
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2016;25,64
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Valor absoluto;2015;22,63
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2021;""
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2020;""
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2019;""
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2018;""
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2017;""
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2016;""
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Distribución porcentual;2015;""
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2021;18,53
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2020;-16,83
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2019;5,73
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2018;13,89
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2017;-7,09
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2016;13,29
10 Comunitat Valenciana;Dentro de la Comunidad Autónoma;Gasto medio diario por persona;Variación anual;2015;""
10 Comunitat Valenciana;A otra Comunidad Autónoma;Viajes;Valor absoluto;2021;4.470.153
10 Comunitat Valenciana;A otra Comunidad Autónoma;Viajes;Valor absoluto;2020;2.993.191
10 Comunitat Valenciana;A otra Comunidad Autónoma;Viajes;Valor absoluto;2019;5.976.019
10 Comunitat Valenciana;A otra Comunidad Autónoma;Viajes;Valor absoluto;2018;6.229.066
10 Comunitat Valenciana;A otra Comunidad Autónoma;Viajes;Valor absoluto;2017;6.575.258
10 Comunitat Valenciana;A otra Comunidad Autónoma;Viajes;Valor absoluto;2016;6.234.944
10 Comunitat Valenciana;A otra Comunidad Autónoma;Viajes;Valor absoluto;2015;6.086.814
10 Comunitat Valenciana;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2021;32,3
10 Comunitat Valenciana;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2020;30,1
10 Comunitat Valenciana;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2019;37,2
10 Comunitat Valenciana;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2018;38,6
10 Comunitat Valenciana;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2017;42,3
10 Comunitat Valenciana;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2016;43,8
10 Comunitat Valenciana;A otra Comunidad Autónoma;Viajes;Distribución porcentual;2015;44,5
10 Comunitat Valenciana;A otra Comunidad Autónoma;Viajes;Variación anual;2021;49,34
10 Comunitat Valenciana;A otra Comunidad Autónoma;Viajes;Variación anual;2020;-49,91
10 Comunitat Valenciana;A otra Comunidad Autónoma;Viajes;Variación anual;2019;-4,06
10 Comunitat Valenciana;A otra Comunidad Autónoma;Viajes;Variación anual;2018;-5,27
10 Comunitat Valenciana;A otra Comunidad Autónoma;Viajes;Variación anual;2017;5,46
10 Comunitat Valenciana;A otra Comunidad Autónoma;Viajes;Variación anual;2016;2,43
10 Comunitat Valenciana;A otra Comunidad Autónoma;Viajes;Variación anual;2015;""
10 Comunitat Valenciana;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2021;4,18
10 Comunitat Valenciana;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2020;4,95
10 Comunitat Valenciana;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2019;3,89
10 Comunitat Valenciana;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2018;4,01
10 Comunitat Valenciana;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2017;3,81
10 Comunitat Valenciana;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2016;4,05
10 Comunitat Valenciana;A otra Comunidad Autónoma;Duración media de los viajes;Valor absoluto;2015;4,25
10 Comunitat Valenciana;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2021;""
10 Comunitat Valenciana;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2020;""
10 Comunitat Valenciana;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2019;""
10 Comunitat Valenciana;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2018;""
10 Comunitat Valenciana;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2017;""
10 Comunitat Valenciana;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2016;""
10 Comunitat Valenciana;A otra Comunidad Autónoma;Duración media de los viajes;Distribución porcentual;2015;""
10 Comunitat Valenciana;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2021;-15,52
10 Comunitat Valenciana;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2020;27,41
10 Comunitat Valenciana;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2019;-3,20
10 Comunitat Valenciana;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2018;5,26
10 Comunitat Valenciana;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2017;-5,86
10 Comunitat Valenciana;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2016;-4,63
10 Comunitat Valenciana;A otra Comunidad Autónoma;Duración media de los viajes;Variación anual;2015;""
10 Comunitat Valenciana;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2021;18.695.006
10 Comunitat Valenciana;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2020;14.817.767
10 Comunitat Valenciana;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2019;23.219.530
10 Comunitat Valenciana;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2018;25.002.924
10 Comunitat Valenciana;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2017;25.073.411
10 Comunitat Valenciana;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2016;25.256.674
10 Comunitat Valenciana;A otra Comunidad Autónoma;Pernoctaciones;Valor absoluto;2015;25.852.537
10 Comunitat Valenciana;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2021;36,8
10 Comunitat Valenciana;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2020;34,9
10 Comunitat Valenciana;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2019;42,1
10 Comunitat Valenciana;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2018;45,6
10 Comunitat Valenciana;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2017;46,0
10 Comunitat Valenciana;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2016;48,8
10 Comunitat Valenciana;A otra Comunidad Autónoma;Pernoctaciones;Distribución porcentual;2015;48,1
10 Comunitat Valenciana;A otra Comunidad Autónoma;Pernoctaciones;Variación anual;2021;26,17
